"challenge","username","money","leaderboard_categories","leaderboard_date","community"
"1356","logontokartik","750.0","salesforce.com","2012-02-02",""
"1526","logontokartik","750.0","salesforce.com","2012-06-05",""
"1352","logontokartik","50.0","javascript, salesforce.com","2012-01-19",""
"1380","logontokartik","150.0","salesforce.com","2012-03-05",""
"1401","logontokartik","2500.0","salesforce.com","2012-03-12",""
"1374","logontokartik","250.0","salesforce.com","2012-03-01",""
"1361","logontokartik","100.0","salesforce.com","2012-02-06",""
"1465","logontokartik","350.0","salesforce.com","2012-05-09",""
"1412","logontokartik","100.0","salesforce.com","2012-04-03",""
"1432","logontokartik","750.0","salesforce.com","2012-04-10",""
"1443","logontokartik","100.0","salesforce.com","2012-04-13",""
"1429","logontokartik","600.0","salesforce.com","2012-04-16",""
"1441","logontokartik","1000.0","salesforce.com","2012-04-27",""
"1454","lokeshk9936","100.0","","",""
"1238","lukeemberton","150.0","Salesforce.com,","2011-11-28",""
"1405","Makif","800.0","box","2012-04-05",""
"1495","Makif","100.0","javascript","2012-05-30",""
"1364","mariomenti","1000.0","heroku, google, ruby, cloud foundry, salesforce.com","2012-02-21","cloudfoundry"
"1219","mbleigh","750.0","Google,Cloud Foundry,Heroku,AWS,","2011-11-02","cloudfoundry"
"1371","mbleigh","1250.0","ruby","2012-02-21",""
"1354","mbleigh","250.0","node.js","2012-01-31",""
"1503","mbleigh","1500.0","javascript, html5","2012-06-04",""
"1195","mbleigh","750.0","Cloud Foundry,Ruby,Heroku,","2011-10-20","cloudfoundry"
"1364","mbleigh","100.0","heroku, google, ruby, cloud foundry, salesforce.com","2012-02-21","cloudfoundry"
"1188","mbleigh","600.0","Ruby,Heroku,","2011-09-19",""
"1076","mbleigh","1500.0","Salesforce.com,Heroku,","2011-03-23",""
"1375","mbleigh","250.0","ruby, cloud foundry, heroku","2012-02-17","cloudfoundry"
"1114","mbleigh","750.0","Heroku,AWS,Ruby,","2011-06-03",""
"1362","mbleigh","1000.0","aws","2012-02-08",""
"1367","mbleigh","500.0","javascript","2012-02-13",""
"1142","mbleigh","2000.0","Salesforce.com,Other,Twilio,Mobile,Heroku,Google,","2011-08-04",""
"1166","mbleigh","750.0","Salesforce.com,Google,AWS,Heroku,Cloud Foundry,","2011-09-06","cloudfoundry"
"1482","melmoussaoui","150.0","salesforce.com","2012-05-14",""
"1442","mikelietz","200.0","other","2012-04-18",""
"1388","mikelietz","300.0","python, cloud foundry, heroku","2012-03-01","cloudfoundry"
"1395","mikelietz","300.0","python","2012-03-21",""
"1215","mind","250.0","Mobile,Other,","2011-11-28",""
"1377","mirfan00","100.0","","2012-02-21",""
"1395","mkagenius","200.0","python","2012-03-21",""
"1500","Moormosawre","150.0","javascript","2012-05-29",""
"1445","mouhannad","100.0","","",""
"1436","mprabhu","100.0","","",""
"1157","mrnobody","100.0","Salesforce.com,Heroku,Ruby,Cloud Foundry,","2011-08-08","cloudfoundry"
"1363","mrnobody","750.0","javascript, salesforce.com","2012-01-31",""
"1189","mrnobody","500.0","Salesforce.com,","2011-10-03",""
"1168","mrnobody","500.0","Salesforce.com,","2011-08-24",""
"1316","mrnobody","500.0","Salesforce.com,","2011-12-14",""
"1352","Mturabali","50.0","javascript, salesforce.com","2012-01-19",""
"1516","mulshanker","25.0","","",""
"1500","mulshanker","150.0","javascript","2012-05-29",""
"1103","mural","500.0","Salesforce.com,Java,","2011-05-13",""
"1079","mural","1000.0","Other,","2011-03-19",""
"1078","mural","1000.0","Other,","2011-03-19",""
"1106","mural","1000.0","JavaScript,","2011-05-19",""
"1113","mural","1000.0","Google,","2011-06-01",""
"1083","mural","500.0","Salesforce.com,","2011-04-14",""
"1187","mwaheed23","150.0","Salesforce.com,","2011-09-19",""
"1374","N-408596718","750.0","salesforce.com","2012-03-01",""
"1417","N-408596718","250.0","salesforce.com","2012-04-04",""
"1358","N-408596718","250.0","salesforce.com","2012-02-02",""
"1400","N-408596718","100.0","salesforce.com","2012-03-21",""
"1354","NaleagDeco","100.0","node.js","2012-01-31",""
"1357","naveen_kumar","100.0","other","2012-01-31",""
"1500","naveen_kumar","150.0","javascript","2012-05-29",""
"1471","ngoa","100.0","cloud foundry, google, heroku, docusign","2012-05-18","cloudfoundry"
"1515","nickforce","100.0","","",""
"1451","niteshsingh199611","600.0","mobile","2012-05-01",""
"1441","nJoy","500.0","salesforce.com","2012-04-27",""
"1070","nkhan","800.0","Salesforce.com,Google,Heroku,Twilio,","2011-03-18",""
"1506","nyudmitriy","100.0","","",""
"1135","OCONRSEA","250.0","Salesforce.com,Other,","2011-07-05",""
"1443","OlivierSpehner","350.0","salesforce.com","2012-04-13",""
"1402","Osch","25.0","","",""
"1354","PaulKolbovich","250.0","node.js","2012-01-31",""
"1370","PaulKolbovich","500.0","java, salesforce.com, ruby, cloud foundry, heroku","2012-02-13","cloudfoundry"
"1442","PaulKolbovich","200.0","other","2012-04-18",""
"1500","PaulKolbovich","150.0","javascript","2012-05-29",""
"1277","PaulKolbovich","1000.0","Google,Other,","2011-12-01",""
"1351","PaulKolbovich","500.0","salesforce.com, google, heroku, cloud foundry","2012-02-21","cloudfoundry"
"1235","peakpado","1000.0","Heroku,Ruby,Cloud Foundry,","2011-11-21","cloudfoundry"
"1383","peakpado","500.0","ruby, salesforce.com","2012-03-01",""
"1526","peakpado","150.0","salesforce.com","2012-06-05",""
"1496","peakpado","500.0","javascript","2012-06-01",""
"1469","peakpado","1000.0","salesforce.com, mobile","2012-05-18",""
"1468","peakpado","100.0","","",""
"1456","peakpado","150.0","java, salesforce.com, heroku","2012-05-02",""
"1449","peakpado","500.0","node.js, salesforce.com, java, ruby","2012-05-02",""
"1457","peakpado","250.0","ruby, salesforce.com, heroku","2012-05-02",""
"1434","peakpado","1000.0","salesforce.com","2012-04-26",""
"1391","peakpado","1500.0","salesforce.com, java, cloud foundry, heroku","2012-04-17","cloudfoundry"
"1440","peakpado","400.0","salesforce.com, java, cloud foundry, heroku, ruby","2012-04-13","cloudfoundry"
"1422","peakpado","100.0","salesforce.com","2012-04-04",""
"1335","peakpado","1000.0","ruby","2012-01-05",""
"1348","peakpado","500.0","salesforce.com","2012-01-13",""
"1410","peakpado","1500.0","salesforce.com","2012-03-29",""
"1353","peakpado","1000.0","salesforce.com, java","2012-01-27",""
"1360","peakpado","1000.0","heroku, salesforce.com, google, cloud foundry, mobile","2012-02-07","cloudfoundry"
"1362","peakpado","200.0","aws","2012-02-08",""
"1366","peakpado","250.0","google, java, python","2012-02-09",""
"1371","peakpado","750.0","ruby","2012-02-21",""
"1351","peakpado","1000.0","salesforce.com, google, heroku, cloud foundry","2012-02-21","cloudfoundry"
"1390","peakpado","500.0","salesforce.com","2012-03-14",""
"1364","pfweller","100.0","heroku, google, ruby, cloud foundry, salesforce.com","2012-02-21","cloudfoundry"
"1481","pfweller","100.0","","",""
"1359","pietje200","250.0","salesforce.com, mobile, google, cloud foundry, heroku","2012-02-03","cloudfoundry"
"1323","pkuphenix","1000.0","salesforce.com","2011-12-20",""
"1204","plcgi1","150.0","Other,","2011-10-12",""
"1082","plmcgrn","1000.0","Salesforce.com,Heroku,AWS,Google,","2011-05-12",""
"1382","ppandhi","500.0","mobile, android","2012-03-05",""
"1408","ppandhi","250.0","box, ios, android, mobile","2012-04-05",""
"1166","ppandhi","250.0","Salesforce.com,Google,AWS,Heroku,Cloud Foundry,","2011-09-06","cloudfoundry"
"1111","ppandhi","1000.0","Google,Mobile,","2011-05-27",""
"1422","Pradhap","100.0","salesforce.com","2012-04-04",""
"1211","prashanthreddy","500.0","Java,Cloud Foundry,Ruby,","2011-10-20","cloudfoundry"
"1498","prpal","100.0","","",""
"1368","rajnsaraf","50.0","salesforce.com","2012-02-21",""
"1534","Ramaki","50.0","mobile","2012-06-08",""
"1321","raygao","500.0","Salesforce.com,Heroku,Ruby,Cloud Foundry,","2011-12-08","cloudfoundry"
"1214","raygao","1500.0","Salesforce.com,Ruby,Heroku,Cloud Foundry,","2011-10-20","cloudfoundry"
"1114","raygao","750.0","Heroku,AWS,Ruby,","2011-06-03",""
"1188","raygao","300.0","Ruby,Heroku,","2011-09-19",""
"1092","richardvanhook","1000.0","Salesforce.com,Mobile,","2011-04-21",""
"1201","Ritesh999","100.0","Mobile,","2011-10-17",""
"1382","Ritesh999","250.0","mobile, android","2012-03-05",""
"1469","rohitdiscovers","250.0","","",""
"1487","rohitdiscovers","250.0","salesforce.com","2012-05-17",""
"1469","rohitdiscovers","500.0","salesforce.com, mobile","2012-05-18",""
"1156","romin","500.0","Salesforce.com,","2011-08-09",""
"1128","romin","1000.0","Google,","2011-07-07",""
"1148","romin","100.0","Other,","2011-07-22",""
"1160","romin","2000.0","Salesforce.com,Google,Other,","2011-08-10",""
"1159","romin","2000.0","Mobile,Heroku,AWS,Salesforce.com,Other,Cloud Foundry,Ruby,Java,","2011-08-15","cloudfoundry"
"1348","romin","150.0","salesforce.com","2012-01-13",""
"1384","romin","500.0","salesforce.com, cloud foundry, heroku","2012-03-09","cloudfoundry"
"1372","romin","250.0","box, mobile","2012-03-12",""
"1357","romin","250.0","other","2012-01-31",""
"1153","romin","500.0","Salesforce.com,","2011-08-04",""
"1155","romin","500.0","Salesforce.com,","2011-08-04",""
"1127","romin","500.0","Google,","2011-06-30",""
"1113","romin","500.0","Google,","2011-06-01",""
"1109","romin","1500.0","Other,Google,Java,","2011-05-19",""
"1066","romin","1000.0","Google,","2011-04-13",""
"1215","romin","150.0","Mobile,Other,","2011-11-28",""
"1176","romin","1250.0","Salesforce.com,","2011-11-23",""
"1239","romin","100.0","Other,","2011-11-15",""
"1201","romin","500.0","Mobile,","2011-10-17",""
"1211","romin","500.0","Java,Cloud Foundry,Ruby,","2011-10-20","cloudfoundry"
"1404","romin","750.0","mobile, salesforce.com","2012-03-23",""
"1386","romin","500.0","facebook","2012-03-01",""
"1471","romin","500.0","cloud foundry, google, heroku, docusign","2012-05-18","cloudfoundry"
"1451","romin","1200.0","mobile","2012-05-01",""
"1439","romin","2000.0","java, google","2012-04-16",""
"1440","romin","200.0","salesforce.com, java, cloud foundry, heroku, ruby","2012-04-13","cloudfoundry"
"1433","romin","350.0","java, cloud foundry, heroku, ruby","2012-04-13","cloudfoundry"
"1364","romin","500.0","heroku, google, ruby, cloud foundry, salesforce.com","2012-02-21","cloudfoundry"
"1354","romin","250.0","node.js","2012-01-31",""
"1362","romin","200.0","aws","2012-02-08",""
"1433","RPranav","250.0","java, cloud foundry, heroku, ruby","2012-04-13","cloudfoundry"
"1344","rubixtious","500.0","javascript, salesforce.com","2012-01-20",""
"1324","rubixtious","750.0","Salesforce.com,Other,","2011-12-15",""
"1326","rubixtious","1500.0","Salesforce.com,","2011-12-15",""
"1325","rubixtious","1000.0","Salesforce.com,","2011-12-13",""
"1356","rubixtious","400.0","salesforce.com","2012-02-02",""
"1444","rubysolo","250.0","ruby","2012-04-27",""
"1238","salesforcedeveloper","250.0","Salesforce.com,","2011-11-28",""
"1279","salesforcedeveloper","100.0","Salesforce.com,","2011-12-05",""
"1076","sbfaulkner","750.0","Salesforce.com,Heroku,","2011-03-23",""
"1446","scutifer","100.0","","",""
"1459","sequijo","100.0","salesforce.com","2012-04-19",""
"1279","sgurumurthy","750.0","Salesforce.com,","2011-12-05",""
"1170","sgurumurthy","750.0","Salesforce.com,Google,","2011-09-08",""
"1184","sgurumurthy","150.0","Salesforce.com,","2011-09-19",""
"1239","sgurumurthy","100.0","Other,","2011-11-15",""
"1391","sgurumurthy","500.0","salesforce.com, java, cloud foundry, heroku","2012-04-17","cloudfoundry"
"1222","sgurumurthy","750.0","Heroku,Java,","2011-11-16",""
"1185","sgurumurthy","750.0","Heroku,AWS,Google,Cloud Foundry,","2011-09-23","cloudfoundry"
"1218","sgurumurthy","500.0","Google,AWS,","2011-11-21",""
"1229","sgurumurthy","2500.0","Salesforce.com,","2011-12-08",""
"1199","sgurumurthy","750.0","Ruby,Heroku,AWS,Google,Salesforce.com,Cloud Foundry,","2011-10-10","cloudfoundry"
"1211","sgurumurthy","500.0","Java,Cloud Foundry,Ruby,","2011-10-20","cloudfoundry"
"1368","Shahzob","50.0","salesforce.com","2012-02-21",""
"1386","Shahzob","100.0","facebook","2012-03-01",""
"1071","shanmuk1729","600.0","Salesforce.com,Other,","2011-03-23",""
"1087","shanmuk1729","50.0","Other,Salesforce.com,JavaScript,","2011-04-04",""
"1168","shashikantsharma","250.0","Salesforce.com,","2011-08-24",""
"1195","sindujaramaraj","250.0","Cloud Foundry,Ruby,Heroku,","2011-10-20","cloudfoundry"
"1204","sindujaramaraj","150.0","Other,","2011-10-12",""
"1203","sindujaramaraj","300.0","Google,","2011-10-20",""
"1354","sindujaramaraj","100.0","node.js","2012-01-31",""
"1164","sindujaramaraj","250.0","Salesforce.com,Heroku,","2011-08-18",""
"1147","sindujaramaraj","750.0","Other,","2011-07-22",""
"1066","sindujaramaraj","250.0","Google,","2011-04-13",""
"1225","sindujaramaraj","1000.0","Google,","2011-11-21",""
"1198","sindujaramaraj","750.0","Heroku,Ruby,Cloud Foundry,","2011-09-30","cloudfoundry"
"1434","sjw","150.0","salesforce.com","2012-04-26",""
"1412","sjw","100.0","salesforce.com","2012-04-03",""
"1351","Slava","250.0","salesforce.com, google, heroku, cloud foundry","2012-02-21","cloudfoundry"
"1354","Slava","250.0","node.js","2012-01-31",""
"1227","Slava","1000.0","Other,Google,","2011-11-14",""
"1368","snehaheda","50.0","salesforce.com","2012-02-21",""
"1412","snehaheda","100.0","salesforce.com","2012-04-03",""
"1348","snehaheda","100.0","salesforce.com","2012-01-13",""
"1409","snehaheda","1500.0","javascript, salesforce.com","2012-03-28",""
"1323","snehaheda","500.0","salesforce.com","2011-12-20",""
"1417","snehaheda","500.0","salesforce.com","2012-04-04",""
"1363","snehaheda","150.0","javascript, salesforce.com","2012-01-31",""
"1427","snehaheda","250.0","salesforce.com","2012-04-06",""
"1355","snehaheda","250.0","google, salesforce.com","2012-02-03",""
"1344","snehaheda","250.0","javascript, salesforce.com","2012-01-20",""
"1511","soe","350.0","google","2012-06-06",""
"1366","soe","2000.0","google, java, python","2012-02-09",""
"1471","soe","100.0","cloud foundry, google, heroku, docusign","2012-05-18","cloudfoundry"
"1513","soe","1000.0","google","2012-06-06",""
"1452","soe","750.0","google, other","2012-05-21",""
"1381","soe","1500.0","google, python, java","2012-03-09",""
"1373","soe","750.0","salesforce.com, google","2012-02-24",""
"1383","soe","2000.0","ruby, salesforce.com","2012-03-01",""
"1352","streetrep","50.0","javascript, salesforce.com","2012-01-19",""
"1319","sunnysharma85","100.0","Salesforce.com,","2011-12-13",""
"1205","sunnysharma85","250.0","Salesforce.com,","2011-10-05",""
"1091","superfell","1500.0","Salesforce.com,Google,Mobile,","2011-04-21",""
"1100","superfell","2000.0","Salesforce.com,Mobile,","2011-05-19",""
"1479","sushantrao","100.0","","",""
"1413","sushantrao","1500.0","salesforce.com, twilio","2012-04-18",""
"1400","swalehji","100.0","salesforce.com","2012-03-21",""
"1380","swalehji","100.0","salesforce.com","2012-03-05",""
"1385","swalehji","2000.0","salesforce.com","2012-03-09",""
"1448","swalehji","500.0","html5, javascript, salesforce.com","2012-05-01",""
"1443","swalehji","100.0","salesforce.com","2012-04-13",""
"1465","swalehji","100.0","salesforce.com","2012-05-09",""
"1471","swalehji","100.0","cloud foundry, google, heroku, docusign","2012-05-18","cloudfoundry"
"1404","swalehji","1250.0","mobile, salesforce.com","2012-03-23",""
"1422","swatKat","250.0","salesforce.com","2012-04-04",""
"1412","swatKat","100.0","salesforce.com","2012-04-03",""
"1486","swatKat","250.0","salesforce.com","2012-05-18",""
"1400","swatKat","100.0","salesforce.com","2012-03-21",""
"1435","swatKat","500.0","salesforce.com","2012-04-30",""
"1349","swatnew","500.0","salesforce.com","2012-01-19",""
"1416","talesforce","500.0","html5, mobile","2012-03-27",""
"1534","talesforce","250.0","mobile","2012-06-08",""
"1404","talesforce","250.0","mobile, salesforce.com","2012-03-23",""
"1386","talesforce","250.0","facebook","2012-03-01",""
"1504","talesforce","300.0","html5, salesforce.com, mobile, ios","2012-06-07",""
"1500","talesforce","150.0","javascript","2012-05-29",""
"1494","talesforce","750.0","Salesforce.com","2012-05-29",""
"1451","talesforce","600.0","Salesforce","2012-05-21",""
"1458","talesforce","500.0","ios, salesforce.com, other","2012-05-04",""
"1448","talesforce","250.0","html5, javascript, salesforce.com","2012-05-01",""
"1428","talesforce","2000.0","mobile","2012-04-13",""
"1369","talesforce","500.0","heroku","2012-02-08",""
"1359","talesforce","250.0","salesforce.com, mobile, google, cloud foundry, heroku","2012-02-03","cloudfoundry"
"1379","talesforce","1500.0","mobile, box","2012-03-09",""
"1398","talesforce","1000.0","google, cloud foundry, heroku, facebook","2012-03-27","cloudfoundry"
"1387","talesforce","500.0","salesforce.com, mobile","2012-03-08",""
"1403","talesforce","1000.0","facebook, salesforce.com","2012-03-27",""
"1340","talk2venky","100.0","other","2012-01-19",""
"1357","talk2venky","50.0","other","2012-01-31",""
"1402","techack","100.0","","",""
"1165","techtrekker","750.0","Salesforce.com,Google,Cloud Foundry,Heroku,AWS,","2011-08-24","cloudfoundry"
"1099","techtrekker","350.0","Salesforce.com,Google,","2011-05-04",""
"1125","techtrekker","500.0","Salesforce.com,Other,","2011-06-08",""
"1363","TehNrd","250.0","javascript, salesforce.com","2012-01-31",""
"1102","TehNrd","1500.0","Salesforce.com,Twilio,","2011-05-17",""
"1093","TehNrd","750.0","Salesforce.com,","2011-04-21",""
"1087","TehNrd","500.0","Other,Salesforce.com,JavaScript,","2011-04-04",""
"1453","teledeveloper","100.0","","",""
"1096","timothyainman","500.0","Salesforce.com,Other,","2011-05-03",""
"1224","tomasherman","750.0","Salesforce.com,Heroku,Other,","2011-11-08",""
"1412","tompatros","100.0","salesforce.com","2012-04-03",""
"1375","trineo","500.0","ruby, cloud foundry, heroku","2012-02-17","cloudfoundry"
"1079","tsstaff","500.0","Other,","2011-03-19",""
"1078","tsstaff","500.0","Other,","2011-03-19",""
"1412","TsunamiSailor","250.0","salesforce.com","2012-04-03",""
"1355","username5","500.0","google, salesforce.com","2012-02-03",""
"1442","username5","100.0","other","2012-04-18",""
"1424","utkarshkukreti","100.0","","",""
"1423","utkarshkukreti","250.0","google","2012-05-20",""
"1367","v3nom","50.0","javascript","2012-02-13",""
"1481","vikirulz09","25.0","","",""
"1372","vikrampant","500.0","box, mobile","2012-03-12",""
"1345","vishesh91","2500.0","salesforce.com, javascript, google","2012-01-20",""
"1437","vishesh91","100.0","","",""
"1374","vishesh91","150.0","salesforce.com","2012-03-01",""
"1223","vo1stv","100.0","Salesforce.com,Other,","2011-11-16",""
"1503","vrabanelly","500.0","javascript, html5","2012-06-04",""
"1066","vrrathod","500.0","Google,","2011-04-13",""
"1373","vtserman","250.0","salesforce.com, google","2012-02-24",""
"1221","vzmind","2000.0","Heroku,Cloud Foundry,Ruby,","2011-10-26","cloudfoundry"
"1339","wcheung","750.0","java, google","2012-01-04",""
"1185","wcheung","150.0","Heroku,AWS,Google,Cloud Foundry,","2011-09-23","cloudfoundry"
"1239","wcheung","100.0","Other,","2011-11-15",""
"1378","wcheung","1000.0","box, twilio, mobile","2012-03-09",""
"1350","wcheung","1500.0","salesforce.com, cloud foundry, google, heroku","2012-01-30","cloudfoundry"
"1354","wcheung","250.0","node.js","2012-01-31",""
"1498","wcheung","25.0","","",""
"1364","wcheung","1000.0","heroku, google, ruby, cloud foundry, salesforce.com","2012-02-21","cloudfoundry"
"1351","wcheung","1000.0","salesforce.com, google, heroku, cloud foundry","2012-02-21","cloudfoundry"
"1407","wcheung","300.0","box","2012-04-05",""
"1414","wcheung","2000.0","aws","2012-04-26",""
"1423","wcheung","1500.0","google","2012-05-11",""
"1471","wcheung","1000.0","cloud foundry, google, heroku, docusign","2012-05-18","cloudfoundry"
"1362","wcheung","1000.0","aws","2012-02-08",""
"1169","xangelo","1000.0","Other,","2011-09-09",""
"1204","xavieremerson","250.0","Other,","2011-10-12",""
"1082","xavieremerson","400.0","Salesforce.com,Heroku,AWS,Google,","2011-05-12",""
"1516","xordux","100.0","","",""
